book_id,title,author_id,genre,publish_year,isbn,pages,language
118,Mastering Data 13,999,Fantasy,1999,9780000000118,863,Telugu
119,Tales of Algorithms 612,822,Science,2004,9780000000119,726,Kannada
120,A Future 480,916,Business,1999,9780000000120,166,Bengali
121,Introduction to Love 29,734,Fiction,2013,9780000000121,819,Bengali
122,Secrets of Success 119,355,Mystery,2006,9780000000122,833,Kannada
123,Tales of Love 166,923,Self-Help,2024,9780000000123,890,Bengali
124,Mastering Mathematics 385,718,Comics,2019,9780000000124,767,Bengali
125,Tales of Life 839,553,Biography,1991,9780000000125,365,Oriya
126,A Science 665,245,Self-Help,2009,9780000000126,370,Bengali
127,An Time 671,384,Romance,2021,9780000000127,453,Hindi
128,Guide to Innovation 367,523,Self-Help,2012,9780000000128,545,English
129,Chronicles of Future 833,385,History,1992,9780000000129,132,Bengali
130,A Love 764,366,Children,2002,9780000000130,770,Telugu
131,Introduction to India 859,333,Children,1991,9780000000131,545,Bengali
132,Mastering Time 116,942,Thriller,2023,9780000000132,624,Kannada
133,Tales of Innovation 450,832,Biography,2001,9780000000133,415,Bengali
134,A Time 710,743,Self-Help,1997,9780000000134,880,Bengali
135,Guide to Innovation 368,731,Technology,2008,9780000000135,867,Hindi
136,Guide to History 343,662,Children,2011,9780000000136,305,Kannada
137,A Future 813,265,Children,2006,9780000000137,229,English
138,Tales of Business 176,137,Science,1990,9780000000138,646,Bengali
139,The Success 475,758,Business,2001,9780000000139,436,Bengali
140,Mastering Future 506,229,Business,2007,9780000000140,267,Hindi
141,Mastering Dreams 72,486,Thriller,2008,9780000000141,387,Tamil
142,A Algorithms 214,572,Non-Fiction,1990,9780000000142,585,English
143,An Future 927,68,Thriller,2008,9780000000143,146,Kannada
144,The History 753,299,Comics,2005,9780000000144,406,Bengali
145,An Life 571,251,History,2010,9780000000145,621,Telugu
146,Introduction to Future 620,474,Fiction,1994,9780000000146,341,Kannada
147,Introduction to Dreams 641,186,Thriller,1992,9780000000147,615,Hindi
148,The Love 139,466,Comics,1999,9780000000148,753,Oriya
149,Secrets of Success 459,771,Comics,2010,9780000000149,871,Tamil
150,Secrets of Mathematics 560,893,Thriller,1992,9780000000150,235,English
151,Chronicles of Science 41,118,Science,2009,9780000000151,890,Tamil
152,Mastering Success 561,713,Comics,2013,9780000000152,531,Bengali
153,Secrets of Time 947,918,Self-Help,1997,9780000000153,446,Telugu
154,The Algorithms 589,91,Non-Fiction,1999,9780000000154,416,Hindi
155,Introduction to Business 760,252,Children,2013,9780000000155,687,Bengali
156,Mastering Science 876,465,Romance,2003,9780000000156,652,Oriya
157,A Dreams 812,173,Children,1992,9780000000157,314,Kannada
158,Guide to Mathematics 343,418,Business,2015,9780000000158,196,Hindi
159,Secrets of Innovation 523,400,Fiction,2011,9780000000159,509,English
160,The Love 749,567,Science,2016,9780000000160,801,English
161,The Business 47,213,Science,2016,9780000000161,625,Tamil
162,Introduction to Life 560,911,Fantasy,1994,9780000000162,892,English
163,Mastering Data 896,619,Mystery,2018,9780000000163,401,Oriya
164,Secrets of History 347,320,Children,2009,9780000000164,212,Bengali
165,The Design 280,603,Health,2002,9780000000165,278,Tamil
166,Tales of History 370,266,Non-Fiction,1994,9780000000166,216,Kannada
167,The Science 875,640,Business,2010,9780000000167,379,Kannada
168,Secrets of Design 537,27,Science,2019,9780000000168,442,Bengali
169,Guide to Dreams 708,247,Technology,2020,9780000000169,347,Hindi
170,The Life 80,858,Thriller,2001,9780000000170,825,Kannada
171,Secrets of Innovation 649,962,Health,2002,9780000000171,661,Tamil
172,Chronicles of Love 318,586,Non-Fiction,2006,9780000000172,232,Bengali
173,A Mathematics 51,722,Comics,2003,9780000000173,301,Telugu
174,Mastering History 155,512,Mystery,2013,9780000000174,840,Hindi
175,Introduction to India 238,330,Science,2002,9780000000175,874,Kannada
176,Mastering Success 546,477,Self-Help,2023,9780000000176,495,English
177,Introduction to Success 946,3,Health,2008,9780000000177,686,Oriya
178,An Mathematics 186,981,Business,2010,9780000000178,259,Oriya
179,An Innovation 893,372,Science,2015,9780000000179,605,Tamil
180,A History 189,246,History,2007,9780000000180,670,Tamil
181,Chronicles of History 577,474,Romance,2018,9780000000181,279,Telugu
182,A Science 84,795,Science,2010,9780000000182,116,Bengali
183,Secrets of Life 469,189,Health,2005,9780000000183,334,Telugu
184,Secrets of Data 909,238,Mystery,2019,9780000000184,891,Kannada
185,Mastering Dreams 713,642,Business,1992,9780000000185,810,Tamil
186,A Algorithms 411,658,Fantasy,1990,9780000000186,837,Telugu
187,Secrets of India 772,746,Business,2009,9780000000187,591,English
188,Chronicles of Love 288,321,Romance,2012,9780000000188,654,English
189,Tales of Science 42,300,Fantasy,1995,9780000000189,544,Bengali
190,The Love 584,669,History,2020,9780000000190,350,Bengali
191,Mastering Future 335,952,Romance,1990,9780000000191,315,Hindi
192,An Data 182,263,History,2014,9780000000192,560,English
193,Tales of Time 69,841,Romance,2010,9780000000193,459,Telugu
194,An India 44,200,Non-Fiction,2011,9780000000194,727,Telugu
195,Guide to Algorithms 978,654,Business,2017,9780000000195,602,Bengali
196,Chronicles of Dreams 309,324,Romance,2001,9780000000196,524,Tamil
197,A Science 539,418,Comics,1992,9780000000197,732,English
198,An Innovation 928,411,Fiction,2019,9780000000198,471,Tamil
199,Guide to Data 429,989,Thriller,2024,9780000000199,502,Hindi
200,Secrets of India 52,743,Biography,1991,9780000000200,283,Telugu
201,The Success 389,533,Fiction,2020,9780000000201,482,Bengali
202,Chronicles of Life 408,640,History,1993,9780000000202,527,English
203,Tales of Science 962,760,Children,2000,9780000000203,194,Oriya
204,Tales of Data 508,256,Fantasy,2000,9780000000204,837,Oriya
205,Mastering Science 442,527,Mystery,2003,9780000000205,196,Hindi
206,Guide to Success 250,312,Health,2009,9780000000206,654,Hindi
207,A Life 606,367,Comics,2000,9780000000207,149,Hindi
208,An Life 552,825,Self-Help,1995,9780000000208,279,Bengali
209,Mastering Life 868,175,Business,2009,9780000000209,449,Hindi
210,Guide to Success 108,842,Fiction,2021,9780000000210,145,Tamil
211,Mastering Innovation 971,308,Biography,2019,9780000000211,322,Hindi
212,A History 912,850,Romance,1996,9780000000212,456,Hindi
213,Introduction to Algorithms 130,86,Thriller,2021,9780000000213,452,Hindi
214,Secrets of India 486,340,Business,2019,9780000000214,432,Oriya
215,Tales of Innovation 796,820,Mystery,1990,9780000000215,337,Bengali
216,An Innovation 76,884,Business,1996,9780000000216,547,Oriya
217,Introduction to Life 539,11,Non-Fiction,2024,9780000000217,710,Hindi
218,Chronicles of Data 838,70,Fantasy,2023,9780000000218,148,Bengali
219,An Innovation 933,322,Comics,2014,9780000000219,676,Tamil
220,Introduction to Mathematics 6,970,Business,2011,9780000000220,445,Bengali
221,The Design 856,183,History,1996,9780000000221,702,Bengali
222,Guide to Time 263,733,Technology,2003,9780000000222,333,Oriya
223,Mastering Design 19,235,Business,2002,9780000000223,289,Tamil
224,Tales of India 744,796,Self-Help,2011,9780000000224,770,English
225,Introduction to Life 866,25,Biography,2021,9780000000225,834,Kannada
226,A Mathematics 589,333,Romance,1995,9780000000226,118,Hindi
227,Tales of Innovation 679,723,Self-Help,2022,9780000000227,313,Kannada
228,The Business 735,888,Fiction,1994,9780000000228,686,Kannada
229,Mastering Future 783,324,Comics,2024,9780000000229,709,Bengali
230,Tales of Data 217,78,Romance,2002,9780000000230,759,Kannada
231,Guide to Science 99,641,Fantasy,2005,9780000000231,365,Telugu
232,An Life 518,453,Fantasy,2021,9780000000232,776,Oriya
233,Tales of India 566,373,History,1995,9780000000233,137,English
234,A History 934,727,Fantasy,1995,9780000000234,302,English
235,Guide to Success 959,28,Children,2015,9780000000235,778,Tamil
236,Introduction to Success 823,820,Children,2020,9780000000236,132,English
237,Guide to Innovation 141,435,Children,2018,9780000000237,421,Telugu
238,Secrets of Science 239,226,Technology,2019,9780000000238,797,Telugu
239,Chronicles of Mathematics 299,668,Romance,2015,9780000000239,724,Kannada
240,The History 842,216,Technology,1990,9780000000240,210,Tamil
241,A Love 915,836,Non-Fiction,1990,9780000000241,407,English
242,Tales of Future 31,354,Technology,1995,9780000000242,282,Tamil
243,Tales of History 207,568,Non-Fiction,2012,9780000000243,457,Oriya
244,An Future 577,100,Children,1994,9780000000244,685,Telugu
245,An Innovation 562,323,Fantasy,2022,9780000000245,738,Hindi
246,An Dreams 290,756,Romance,2002,9780000000246,254,Bengali
247,Tales of Love 694,257,Children,2023,9780000000247,187,Tamil
248,Introduction to India 86,838,Health,2017,9780000000248,627,Tamil
249,Secrets of Science 810,948,Fiction,2018,9780000000249,816,Tamil
250,Tales of Time 797,703,Self-Help,2002,9780000000250,480,Hindi
251,Secrets of Future 341,87,Technology,2000,9780000000251,84,Hindi
252,Secrets of Success 520,664,Fantasy,1996,9780000000252,717,Kannada
253,A Mathematics 112,501,Children,1995,9780000000253,662,Telugu
254,Introduction to Algorithms 228,557,Science,2014,9780000000254,423,Oriya
255,A History 862,294,Fantasy,2002,9780000000255,551,Oriya
256,A Mathematics 958,123,Children,2014,9780000000256,354,Tamil
257,Chronicles of Dreams 788,278,Thriller,2022,9780000000257,336,English
258,An Mathematics 13,85,Non-Fiction,2013,9780000000258,757,Oriya
259,Guide to Future 189,397,Non-Fiction,2002,9780000000259,632,Tamil
260,Chronicles of Science 508,967,Comics,2010,9780000000260,559,Tamil
261,A Algorithms 535,890,Comics,2001,9780000000261,616,English
262,An Future 588,36,Fantasy,2001,9780000000262,540,Kannada
263,A Design 661,159,Business,1994,9780000000263,585,English
264,Guide to India 766,986,Fantasy,2023,9780000000264,623,Bengali
265,Guide to Data 457,564,Fantasy,2002,9780000000265,313,Telugu
266,Mastering Business 47,206,Fantasy,2010,9780000000266,446,Tamil
267,Mastering Business 76,693,Non-Fiction,2012,9780000000267,327,Telugu
268,Mastering Love 811,523,Science,1991,9780000000268,152,Hindi
269,Tales of Dreams 600,868,Romance,2004,9780000000269,439,Telugu
270,An History 387,539,Children,2024,9780000000270,737,Kannada
271,Mastering Success 127,263,Business,2016,9780000000271,688,Kannada
272,A Business 533,959,Health,2006,9780000000272,792,Bengali
273,Introduction to Business 913,885,Romance,2009,9780000000273,142,Kannada
274,A India 516,514,Biography,2019,9780000000274,474,Hindi
275,A Algorithms 573,720,Science,2000,9780000000275,601,Bengali
276,Secrets of Success 168,222,Fantasy,1991,9780000000276,700,Tamil
277,Guide to Success 276,178,Self-Help,2000,9780000000277,515,Bengali
278,Mastering Mathematics 575,132,Technology,1998,9780000000278,667,Telugu
279,Tales of Success 654,589,Non-Fiction,2014,9780000000279,236,English
280,Introduction to Algorithms 760,988,Science,2024,9780000000280,569,Hindi
281,Secrets of Algorithms 678,553,Self-Help,2000,9780000000281,659,Telugu
282,Mastering Future 726,209,Children,2009,9780000000282,589,Tamil
283,Guide to Life 317,960,Business,1997,9780000000283,442,Tamil
284,Secrets of Design 572,4,Technology,1996,9780000000284,210,Oriya
285,Chronicles of Business 922,768,Thriller,1997,9780000000285,145,English
286,Chronicles of Science 637,352,Fantasy,2002,9780000000286,680,Tamil
287,Chronicles of India 789,603,Romance,1998,9780000000287,867,Telugu
288,Tales of Data 338,57,Science,2017,9780000000288,270,Tamil
289,Tales of Science 574,684,Science,1997,9780000000289,878,Kannada
290,Mastering Life 989,552,Biography,2002,9780000000290,188,Tamil
291,Introduction to Dreams 298,203,Biography,1996,9780000000291,330,Hindi
292,Mastering Algorithms 312,605,Business,1992,9780000000292,645,English
293,The Algorithms 958,479,Mystery,2009,9780000000293,496,Kannada
294,A Business 63,924,Thriller,1996,9780000000294,863,Hindi
295,Secrets of Innovation 890,992,Thriller,1990,9780000000295,87,English
296,The Design 649,394,Science,2016,9780000000296,885,Bengali
297,An Success 84,741,History,2018,9780000000297,862,Oriya
298,An Love 384,723,Self-Help,2019,9780000000298,834,Telugu
299,Tales of Innovation 440,268,Business,2019,9780000000299,135,Hindi
300,Mastering Success 566,441,Business,2020,9780000000300,663,Kannada
301,Introduction to Science 327,665,Children,1992,9780000000301,603,Kannada
302,Guide to Data 551,181,Children,2010,9780000000302,517,Hindi
303,An Life 25,270,Thriller,2017,9780000000303,322,Hindi
304,An Science 463,205,Technology,2020,9780000000304,659,Bengali
305,A India 416,87,Non-Fiction,1994,9780000000305,195,English
306,Tales of Time 493,317,Science,2009,9780000000306,655,Hindi
307,Guide to Love 492,386,Thriller,1993,9780000000307,617,Kannada
308,The Business 571,256,History,2003,9780000000308,207,Kannada
309,Secrets of Science 273,711,Mystery,2001,9780000000309,777,Oriya
310,Chronicles of History 865,222,Self-Help,1997,9780000000310,436,Bengali
311,An Algorithms 176,91,Business,2004,9780000000311,791,Tamil
312,A Design 944,948,Fantasy,2012,9780000000312,300,Kannada
313,An Success 396,168,Non-Fiction,2022,9780000000313,329,Tamil
314,Tales of India 883,639,Self-Help,2019,9780000000314,595,Kannada
315,Chronicles of Time 456,513,Thriller,1995,9780000000315,811,Telugu
316,Chronicles of India 930,838,Biography,2019,9780000000316,264,Tamil
317,The India 208,767,Science,1996,9780000000317,315,Oriya
318,Tales of Future 988,501,Business,1990,9780000000318,266,Tamil
319,Tales of Future 104,654,Self-Help,2018,9780000000319,229,Telugu
320,The India 216,208,Romance,1990,9780000000320,322,Telugu
321,A Mathematics 338,294,Thriller,2005,9780000000321,278,Bengali
322,Tales of Success 335,886,Non-Fiction,1996,9780000000322,94,Bengali
323,A Innovation 973,217,Thriller,1995,9780000000323,618,Tamil
324,A Life 60,918,Biography,2020,9780000000324,835,Bengali
325,Chronicles of Time 285,537,Fiction,2013,9780000000325,354,Hindi
326,Mastering Design 991,639,Children,2008,9780000000326,275,Hindi
327,The India 6,637,Romance,1995,9780000000327,696,Kannada
328,The Future 778,23,Self-Help,2023,9780000000328,604,Telugu
329,Introduction to Success 207,760,Fantasy,2006,9780000000329,117,Tamil
330,Secrets of Success 837,458,Technology,1991,9780000000330,820,Kannada
331,Tales of Science 194,497,History,1994,9780000000331,197,Kannada
332,The India 332,226,Business,2004,9780000000332,85,Kannada
333,A Design 748,545,Science,2021,9780000000333,746,English
334,Guide to Success 80,381,Science,2019,9780000000334,839,Telugu
335,Mastering Love 552,448,Romance,2007,9780000000335,552,Tamil
336,Tales of Love 128,514,Romance,1998,9780000000336,126,Tamil
337,Mastering Algorithms 99,330,Fiction,2009,9780000000337,879,Bengali
338,Secrets of Innovation 81,295,Science,2000,9780000000338,154,English
339,Guide to Life 665,368,Fantasy,2020,9780000000339,827,English
340,Tales of History 362,890,Fantasy,2014,9780000000340,435,Bengali
341,A Love 496,614,Comics,2024,9780000000341,632,Oriya
342,A Algorithms 429,438,Self-Help,2017,9780000000342,656,Telugu
343,Chronicles of Success 6,387,Technology,2017,9780000000343,167,Telugu
344,Guide to Business 303,162,Business,1992,9780000000344,595,English
345,Tales of Algorithms 605,313,Non-Fiction,2013,9780000000345,789,Kannada
346,A Life 908,873,Mystery,1999,9780000000346,557,Tamil
347,Mastering Future 907,142,Self-Help,1993,9780000000347,115,Hindi
348,Tales of India 169,132,Self-Help,2006,9780000000348,581,Telugu
349,Secrets of Innovation 750,35,History,2006,9780000000349,173,Oriya
350,Tales of Future 778,390,Science,2007,9780000000350,431,Tamil
351,Secrets of Mathematics 384,536,Children,1991,9780000000351,563,English
352,An History 310,971,Romance,2000,9780000000352,168,Telugu
353,Chronicles of Time 519,273,Biography,2022,9780000000353,303,Hindi
354,An Algorithms 50,168,Science,2015,9780000000354,420,Hindi
355,A India 408,350,Romance,2022,9780000000355,470,Kannada
356,Introduction to Business 348,924,Science,2020,9780000000356,755,Telugu
357,A Success 808,128,Fantasy,2001,9780000000357,835,Tamil
358,Mastering Data 283,272,Fantasy,1991,9780000000358,461,Tamil
359,Secrets of Time 757,650,Comics,2003,9780000000359,166,Oriya
360,Guide to Love 49,596,Comics,2010,9780000000360,326,Hindi
361,A Future 76,109,Thriller,2020,9780000000361,349,English
362,Secrets of Success 93,235,Science,1990,9780000000362,361,Bengali
363,An Future 390,694,Science,2020,9780000000363,618,Oriya
364,Tales of Life 670,250,Business,2003,9780000000364,653,Oriya
365,Guide to Success 732,119,Mystery,1993,9780000000365,785,Oriya
366,Mastering Data 100,807,Business,2009,9780000000366,876,Tamil
367,Mastering History 199,111,Thriller,2006,9780000000367,647,Tamil
368,Secrets of History 457,564,Business,2003,9780000000368,528,Kannada
369,The Love 735,700,Self-Help,2006,9780000000369,99,Oriya
370,Introduction to Innovation 634,44,Children,2004,9780000000370,527,Kannada
371,Introduction to Future 989,48,Fiction,2001,9780000000371,459,Kannada
372,Secrets of Dreams 77,567,Fantasy,2001,9780000000372,249,English
373,Mastering Love 701,928,Children,1993,9780000000373,286,Hindi
374,Guide to Data 553,359,Science,2018,9780000000374,531,English
375,Tales of Business 103,815,History,2021,9780000000375,242,Bengali
376,Tales of Innovation 269,143,Mystery,2014,9780000000376,178,Kannada
377,Tales of Data 818,461,Romance,1995,9780000000377,449,Telugu
378,Guide to Time 500,483,Comics,1993,9780000000378,190,Tamil
379,Guide to Science 445,403,Mystery,2020,9780000000379,195,Telugu
380,A Future 241,714,Business,2016,9780000000380,816,Bengali
381,Introduction to India 563,141,Technology,2021,9780000000381,851,Bengali
382,A Life 304,772,Science,2014,9780000000382,614,Telugu
383,Secrets of Data 616,630,Science,2019,9780000000383,245,English
384,Tales of Science 68,882,Comics,1998,9780000000384,361,Hindi
385,The Love 744,734,Mystery,2022,9780000000385,345,Tamil
386,Secrets of Algorithms 777,834,Mystery,2020,9780000000386,448,Hindi
387,Secrets of Success 53,363,Comics,2008,9780000000387,537,Oriya
388,Mastering India 861,384,Fiction,2009,9780000000388,761,Telugu
389,Mastering Dreams 475,361,History,1999,9780000000389,887,English
390,An Love 359,622,History,2008,9780000000390,593,Hindi
391,Tales of Future 254,533,Business,2003,9780000000391,665,Hindi
392,Introduction to History 666,181,Romance,2015,9780000000392,592,Bengali
393,Guide to Business 451,599,Technology,1993,9780000000393,340,Telugu
394,The Time 306,696,Non-Fiction,1999,9780000000394,489,Bengali
395,An Future 96,34,Self-Help,2017,9780000000395,673,Oriya
396,A Love 793,160,Mystery,2006,9780000000396,363,Oriya
397,Mastering Dreams 33,993,History,1993,9780000000397,374,Bengali
398,Introduction to Time 586,853,Technology,1996,9780000000398,106,Bengali
399,Guide to Dreams 69,328,Children,2008,9780000000399,528,Bengali
400,Tales of Future 535,762,Technology,2012,9780000000400,559,English
401,Guide to Design 750,524,History,2000,9780000000401,788,English
402,A Life 903,387,Mystery,2021,9780000000402,359,Bengali
403,Chronicles of History 635,571,Science,1995,9780000000403,620,Bengali
404,Tales of History 357,238,Business,2019,9780000000404,315,Telugu
405,Tales of Love 212,205,Mystery,2018,9780000000405,642,Kannada
406,Mastering Mathematics 613,356,Biography,2021,9780000000406,683,Tamil
407,Secrets of Design 180,604,Fantasy,2023,9780000000407,892,Bengali
408,The Algorithms 455,979,Technology,2009,9780000000408,110,Bengali
409,Chronicles of Future 798,337,Thriller,2021,9780000000409,386,Tamil
410,Guide to Life 50,686,Children,1993,9780000000410,576,English
411,The Time 609,12,Children,1994,9780000000411,486,Telugu
412,Secrets of Dreams 254,673,Self-Help,1993,9780000000412,140,Kannada
413,Chronicles of Time 114,790,Technology,2013,9780000000413,372,English
414,Mastering Design 308,982,Health,2010,9780000000414,724,Bengali
415,Mastering Dreams 846,266,Children,2024,9780000000415,799,Oriya
416,The Time 80,67,Fiction,2001,9780000000416,642,Hindi
417,Chronicles of History 596,408,Business,2013,9780000000417,155,Oriya
418,An Business 17,536,Technology,1997,9780000000418,369,English
419,Guide to Algorithms 201,568,Self-Help,1991,9780000000419,243,English
420,Mastering Future 471,941,Children,1993,9780000000420,895,Kannada
421,Secrets of Design 346,212,Fantasy,2011,9780000000421,673,Hindi
422,Secrets of Future 867,681,Fantasy,2007,9780000000422,147,Hindi
423,Guide to Innovation 126,141,Technology,1996,9780000000423,614,Bengali
424,An India 118,430,Children,2022,9780000000424,406,Telugu
425,An Love 777,576,Business,2004,9780000000425,846,Telugu
